"","id","session","note.quality","food.present","no.intx.yes.no","tbl.lion.hyena.sessions.notes","session.error.notes","hy.id","time","order","behavior","target","distance","leader","food","tbl.lion.hyena.individual.behaviors.notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dengrad.date","dengrad.event.status","dengrad.event.data","disappear.date","disappear.event.status","disappear.event.data","dob.date","dob.event.status","dob.event.data","wean.date","wean.event.status","wean.event.data","rank.clan","rank","stan.rank","age.mon.lion","age.cat.lion","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist","diagnosis.time","toxo.status"
"782",1023,"t9185",3,FALSE,FALSE,"lioness here when arr. fas on who 0632-0657 (almost whole session, but seems notes are taken more in a general fashion). who sexy, sx lvs soon after arr so just who, boys and lioness most of session. hyenas leave area where lioness is at end.","the date for this session is 5/9/1996. as the term ""lioness"" is used, i think this lion can safely be assumed an adult","sx",06:31:00,1,"scan",NA,10,FALSE,NA,"scan","talek","m",1996-05-09,"06:31:00","06:57:00",1996,1,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",16,-0.0344827586206897,78.8,"adult","positive",1990-12-28,14.5,"subadult","low_tk","after","1"
"783",1028,"t9185",3,FALSE,FALSE,"lioness here when arr. fas on who 0632-0657 (almost whole session, but seems notes are taken more in a general fashion). who sexy, sx lvs soon after arr so just who, boys and lioness most of session. hyenas leave area where lioness is at end.","the date for this session is 5/9/1996. as the term ""lioness"" is used, i think this lion can safely be assumed an adult","fn",06:32:00,2,"brt st/lk",NA,5,FALSE,NA,NA,"talek","m",1996-05-09,"06:31:00","06:57:00",1996,4,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1991-07-11,NA,"adult","low_tk","after","1"
"784",1049,"t9185",3,FALSE,FALSE,"lioness here when arr. fas on who 0632-0657 (almost whole session, but seems notes are taken more in a general fashion). who sexy, sx lvs soon after arr so just who, boys and lioness most of session. hyenas leave area where lioness is at end.","the date for this session is 5/9/1996. as the term ""lioness"" is used, i think this lion can safely be assumed an adult","tz",06:39:00,2,"dist",NA,4,FALSE,NA,NA,"talek","m",1996-05-09,"06:31:00","06:57:00",1996,2,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1993-08-11,NA,"adult","low_tk","after","1"
"785",11333,"t9199",1,TRUE,TRUE,"no intx. unid kill. one lioness present in bushes when arr. distance from kill/fisi not noted.","rinc present too. 25 id hyenas","par",07:00:00,1,"dist",NA,1,FALSE,"unid","in bushes with lion and carcass","talek","k",1996-05-26,"07:00:00","07:30:00",1996,1,"f","r","gw","rcn","0",NA,1994-04-03,NA,NA,2004-02-10,"dls","inferred dead",1993-07-15,NA,"talek",NA,NA,NA,"talek",22,-0.448275862068966,34.4,"adult","positive",1994-06-23,11.3,"cub","low_tk","after","1"
"786",14414,"t92017",3,TRUE,TRUE,"knot=fat; fresh skull juvenile gnu; lions no blood on them - observers think maybe heynas made the kill but none of them are particularly bloody; 30m or 100m from lions (hyenas so, wan, st/lk, or lv wlk)","context is k (the skull is fresh)","bora",07:10:00,0,"scan","lion",30,FALSE,NA,NA,"talek","c",2015-07-27,"07:10:00","07:25:00",2015,1,"f","r","art",NA,"0",NA,2011-12-06,NA,NA,NA,"dls","double check: alive but with disappeared date",2010-12-23,NA,"talek",2012-04-11,NA,NA,NA,NA,NA,55.1,"adult","positive",2012-06-01,17.3,"subadult","hi_tk","after","1"
"787",14415,"t92017",3,TRUE,TRUE,"knot=fat; fresh skull juvenile gnu; lions no blood on them - observers think maybe heynas made the kill but none of them are particularly bloody; 30m or 100m from lions (hyenas so, wan, st/lk, or lv wlk)","context is k (the skull is fresh)","ziti",07:10:00,0,"scan","lion",30,FALSE,NA,NA,"talek","c",2015-07-27,"07:10:00","07:25:00",2015,1,"m","r","guci",NA,"1","2",2010-11-12,NA,NA,NA,"dls","double check: alive but with disappeared date",2010-04-03,NA,"talek",2011-07-14,NA,NA,NA,NA,NA,63.8,"adult","positive",2013-06-05,38.1,"adult","hi_tk","after","1"
"788",10822,"t92061",2,TRUE,FALSE,"only food is tnks's scrap; incomplete ci's",NA,"neon",06:07:00,1,"scan",NA,2,FALSE,NA,NA,"talek","c",2015-07-29,"05:57:00","07:02:00",2015,1,"f","r","yog",NA,"0",NA,2011-11-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2010-12-26,NA,"talek",2011-12-05,NA,NA,NA,NA,NA,55.1,"adult","positive",2012-06-15,17.6,"subadult","hi_tk","after","1"
"789",10823,"t92061",2,TRUE,FALSE,"only food is tnks's scrap; incomplete ci's",NA,"lust",06:07:00,1,"scan",NA,10,FALSE,NA,NA,"talek","c",2015-07-29,"05:57:00","07:02:00",2015,3,"f","r","arg",NA,"1","2",2012-07-07,NA,NA,NA,"dls","double check: alive but with disappeared date",2011-09-06,NA,"talek",2012-06-10,NA,NA,NA,NA,NA,46.7,"adult","positive",2013-03-14,18.2,"subadult","hi_tk","after","1"
"790",10828,"t92061",2,TRUE,FALSE,"only food is tnks's scrap; incomplete ci's",NA,"ziti",06:07:00,1,"scan",NA,30,FALSE,NA,NA,"talek","c",2015-07-29,"05:57:00","07:02:00",2015,5,"m","r","guci",NA,"1","2",2010-11-12,NA,NA,NA,"dls","double check: alive but with disappeared date",2010-04-03,NA,"talek",2011-07-14,NA,NA,NA,NA,NA,63.8,"adult","positive",2013-06-05,38.1,"adult","hi_tk","after","1"
"791",10910,"t92061",2,TRUE,FALSE,"only food is tnks's scrap; incomplete ci's",NA,"hel",06:45:00,1,"scan",NA,20,FALSE,NA,NA,"talek","c",2015-07-29,"05:57:00","07:02:00",2015,4,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,NA,NA,NA,113.8,"adult","positive",2012-05-06,75.1,"adult","hi_tk","after","1"
"792",14568,"t9214",3,TRUE,TRUE,"no intx. rs fat. stg blood on head. unid carcass. hyenas start staggered lv wlk at end of session.",NA,"rs",06:42:00,0,"scan","lion",30,FALSE,NA,NA,"talek","c",1996-06-06,"06:35:00","07:02:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-12-18,"dead",NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"negative",1997-06-04,NA,"adult","low_tk","before","0"
"793",14570,"t9408",3,FALSE,TRUE,"no intx. mig 100m - adult male lion. lion wlk - s, mig wlk - w.",NA,"mig",07:04:00,0,"scan","lion",100,FALSE,NA,NA,"talek","o",1996-06-19,"07:03:00","07:08:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1994-09-20,NA,"adult","low_tk","after","1"
"794",14573,"t9688",3,TRUE,TRUE,"no intx. lions feed on adult gnu carcass when arr. jb bloody. closest fisi 20m away. fisi lv.",NA,"tz",06:20:00,0,"scan","lion",20,FALSE,NA,NA,"talek","k",1996-06-29,"06:20:00","06:30:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1993-08-11,NA,"adult","low_tk","after","1"
"795",5103,"t9888",2,TRUE,FALSE,"when arr,hys standing 100m-3 male lions fighting over subadult wildebeest carc.just skin and bones left.2 large adult m lns,1 younger than them.wald bldy head.rm obese.zulu bldy, ft.fn obese, bldy.sim bldy head. incomplete ci's.cmbis st arr ""loudly!"" 0719",NA,"jj",06:46:00,1,"scan",NA,100,FALSE,"subadult wildebeast carcass","lions fighting over carcass","talek","k",1996-07-14,"06:46:00","07:25:00",1996,1,"f","r","dj","zip","1","2",1993-03-29,NA,NA,2003-01-24,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,"talek",12,0.241379310344828,45.9,"adult","positive",1993-08-12,10.9,"cub","low_tk","after","1"
"796",5105,"t9888",2,TRUE,FALSE,"when arr,hys standing 100m-3 male lions fighting over subadult wildebeest carc.just skin and bones left.2 large adult m lns,1 younger than them.wald bldy head.rm obese.zulu bldy, ft.fn obese, bldy.sim bldy head. incomplete ci's.cmbis st arr ""loudly!"" 0719",NA,"tz",06:46:00,1,"scan",NA,100,FALSE,"subadult wildebeast carcass","lions fighting over carcass","talek","k",1996-07-14,"06:46:00","07:25:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1993-08-11,NA,"adult","low_tk","after","1"
"797",5108,"t9888",2,TRUE,FALSE,"when arr,hys standing 100m-3 male lions fighting over subadult wildebeest carc.just skin and bones left.2 large adult m lns,1 younger than them.wald bldy head.rm obese.zulu bldy, ft.fn obese, bldy.sim bldy head. incomplete ci's.cmbis st arr ""loudly!"" 0719",NA,"rm",06:46:00,1,"scan",NA,100,FALSE,"subadult wildebeast carcass","lions fighting over carcass","talek","k",1996-07-14,"06:46:00","07:25:00",1996,1,"f","r","ua",NA,"1","1",1994-03-23,NA,NA,1996-09-12,"dls","inferred dead",1993-07-07,NA,"talek",1994-07-27,NA,NA,"talek",20,-0.310344827586207,36.2,"adult","positive",1994-08-27,13.7,"subadult","low_tk","after","1"
"798",5116,"t9888",2,TRUE,FALSE,"when arr,hys standing 100m-3 male lions fighting over subadult wildebeest carc.just skin and bones left.2 large adult m lns,1 younger than them.wald bldy head.rm obese.zulu bldy, ft.fn obese, bldy.sim bldy head. incomplete ci's.cmbis st arr ""loudly!"" 0719",NA,"amar",06:56:00,1,"fd",NA,80,FALSE,"subadult wildebeast carcass scraps","lions are oos in bushes","talek","k",1996-07-14,"06:46:00","07:25:00",1996,1,"f","r","ua","fn","1","1",1995-10-24,NA,NA,2003-06-13,"dls","inferred dead",1995-01-25,NA,"talek",1996-07-15,NA,NA,NA,NA,NA,17.6,"subadult","positive",1995-10-25,9,"cub","low_tk","after","1"
"799",13210,"t9975",3,FALSE,TRUE,"no intx. lioness and 2 cubs just walking 150m - hyenas",NA,"lg",17:36:00,0,"scan","lion",150,FALSE,NA,NA,"talek","o",1996-07-19,"17:36:00","18:11:00",1996,1,"f","r","11",NA,NA,NA,NA,NA,NA,1999-04-16,"dls","inferred dead",1982-06-01,NA,"talek",NA,NA,NA,"talek",28,-0.862068965517241,169.6,"adult","positive",1994-06-28,144.9,"adult","low_tk","after","1"
"800",13211,"t9975",3,FALSE,TRUE,"no intx. lioness and 2 cubs just walking 150m - hyenas",NA,"rs",17:36:00,0,"scan","lion",150,FALSE,NA,NA,"talek","o",1996-07-19,"17:36:00","18:11:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-12-18,"dead",NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"negative",1997-06-04,NA,"adult","low_tk","before","0"
"801",13212,"t9975",3,FALSE,TRUE,"no intx. lioness and 2 cubs just walking 150m - hyenas",NA,"rm",17:36:00,0,"scan","lion",150,FALSE,NA,NA,"talek","o",1996-07-19,"17:36:00","18:11:00",1996,1,"f","r","ua",NA,"1","1",1994-03-23,NA,NA,1996-09-12,"dls","inferred dead",1993-07-07,NA,"talek",1994-07-27,NA,NA,"talek",20,-0.310344827586207,36.4,"adult","positive",1994-08-27,13.7,"subadult","low_tk","after","1"
"802",13213,"t9975",3,FALSE,TRUE,"no intx. lioness and 2 cubs just walking 150m - hyenas",NA,"bern",17:36:00,0,"scan","lion",150,FALSE,NA,NA,"talek","o",1996-07-19,"17:36:00","18:11:00",1996,1,"f","r","lg","hol","0","1",1993-06-11,NA,NA,2000-09-04,"dls","lions",1992-10-01,NA,"talek",1993-08-24,NA,NA,"talek",30,-1,45.6,"adult","positive",1993-07-19,9.6,"cub","low_tk","after","1"
"803",13214,"t9975",3,FALSE,TRUE,"no intx. lioness and 2 cubs just walking 150m - hyenas",NA,"par",18:11:00,0,"scan","lion",150,FALSE,NA,NA,"talek","o",1996-07-19,"17:36:00","18:11:00",1996,1,"f","r","gw","rcn","0",NA,1994-04-03,NA,NA,2004-02-10,"dls","inferred dead",1993-07-15,NA,"talek",NA,NA,NA,"talek",22,-0.448275862068966,36.1,"adult","positive",1994-06-23,11.3,"cub","low_tk","after","1"
"804",13107,"s10133.1",2,FALSE,TRUE,"18:11 lions 150 m away hyenas but oos; incomplete ci's throughout due to large number of hyenas and darkness plus distance after 18:43; 18:34 most hyenas 100m from lions; 18:40 all hyenas pass w/in 35m lions; hyenas not appeear see lions; lions see hyenas","missing rmon; n id hyenas is 11, not 0; missing unk age/sex lion; missing 2 unid hyenas","shrm",18:11:00,0,"scan","lion",150,FALSE,NA,NA,"serena.n","o",2013-07-26,"18:11:00","18:58:00",2013,1,"f","r",NA,NA,NA,NA,NA,NA,NA,2016-10-16,"dead",NA,NA,NA,"serena.n",NA,NA,NA,"serena.n",6,0.473684210526316,NA,NA,"positive",2013-02-08,NA,"adult","low_tr","after","1"
"805",11383,"s10894",2,TRUE,FALSE,"ema, ink, sau fat. trot bloody. zebra carcass (fresh, back half eaten start). no hyenas <20m from carcass & lions at start. incomplete ci's. some hyenas bloody - maybe few feeding or killed before lions. 1 lion bloody face; video; lpr bloody (mid session)","age class not specified for jackals in notes; missing ids - toro,lpr,spec,koal; 1 unid","digs",07:10:00,1,"mob",NA,3,FALSE,NA,"lion stood ground","serena.n","k",2013-08-06,"06:51:00","08:31:00",2013,6,"f","r",NA,NA,NA,NA,NA,NA,NA,2015-08-03,"dead",NA,NA,NA,"serena.n",NA,NA,NA,"serena.n",4,0.684210526315789,NA,NA,"positive",2013-06-21,NA,"adult","low_tr","after","1"
"806",11414,"s10894",2,TRUE,FALSE,"ema, ink, sau fat. trot bloody. zebra carcass (fresh, back half eaten start). no hyenas <20m from carcass & lions at start. incomplete ci's. some hyenas bloody - maybe few feeding or killed before lions. 1 lion bloody face; video; lpr bloody (mid session)","age class not specified for jackals in notes; missing ids - toro,lpr,spec,koal; 1 unid","ema",07:26:00,1,"scan",NA,20,FALSE,NA,NA,"serena.n","k",2013-08-06,"06:51:00","08:31:00",2013,1,"f","r",NA,NA,NA,NA,NA,NA,NA,2016-03-13,"dls","fate unknown",NA,NA,"serena.n",NA,NA,NA,"serena.n",16,-0.578947368421053,NA,NA,"positive",2012-07-07,NA,"adult","low_tr","after","1"
"807",11421,"s10894",2,TRUE,FALSE,"ema, ink, sau fat. trot bloody. zebra carcass (fresh, back half eaten start). no hyenas <20m from carcass & lions at start. incomplete ci's. some hyenas bloody - maybe few feeding or killed before lions. 1 lion bloody face; video; lpr bloody (mid session)","age class not specified for jackals in notes; missing ids - toro,lpr,spec,koal; 1 unid","shrm",07:26:00,1,"scan",NA,30,FALSE,NA,NA,"serena.n","k",2013-08-06,"06:51:00","08:31:00",2013,4,"f","r",NA,NA,NA,NA,NA,NA,NA,2016-10-16,"dead",NA,NA,NA,"serena.n",NA,NA,NA,"serena.n",6,0.473684210526316,NA,NA,"positive",2013-02-08,NA,"adult","low_tr","after","1"
"808",11425,"s10894",2,TRUE,FALSE,"ema, ink, sau fat. trot bloody. zebra carcass (fresh, back half eaten start). no hyenas <20m from carcass & lions at start. incomplete ci's. some hyenas bloody - maybe few feeding or killed before lions. 1 lion bloody face; video; lpr bloody (mid session)","age class not specified for jackals in notes; missing ids - toro,lpr,spec,koal; 1 unid","hndy",07:26:00,1,"scan",NA,40,FALSE,NA,NA,"serena.n","k",2013-08-06,"06:51:00","08:31:00",2013,2,"f","r","shrm",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-01-01,NA,"serena.n",NA,NA,NA,"serena.n",10,0.0526315789473685,67.1,"adult","positive",2012-06-29,53.9,"adult","low_tr","after","1"
"809",13112,"s11114",3,FALSE,TRUE,"observer notices lions at 6:39; 3 lions 60m from observer; pictures of lions; ink doesn't seem pay attention lions; all 3 lions oriented towards ink,slim,dalt","it is not stated that the lions are adults - should be unknown age class","hucn",06:39:00,0,"scan","lion",60,FALSE,NA,NA,"serena.n","o",2013-10-10,"06:31:00","06:49:00",2013,1,"m","r","rbc",NA,"1","1",2012-07-15,NA,NA,2012-11-06,"dls","double check: alive but with disappeared date",2011-09-12,NA,"serena.n",2012-08-24,NA,NA,NA,NA,NA,24.9,"adult","doubtful",2014-07-02,33.6,"adult","low_tr","before","0"
"810",13116,"s11187.1",3,FALSE,TRUE,"hucn lope 65m-lion. hucn lope in front lion and looking back but lion didn't seem notice/care about hucn.",NA,"hucn",06:04:00,0,"scan","lion",65,FALSE,NA,NA,"serena.n","o",2013-10-28,"06:04:00","06:05:00",2013,1,"m","r","rbc",NA,"1","1",2012-07-15,NA,NA,2012-11-06,"dls","double check: alive but with disappeared date",2011-09-12,NA,"serena.n",2012-08-24,NA,NA,NA,NA,NA,25.5,"adult","doubtful",2014-07-02,33.6,"adult","low_tr","before","0"
"811",12800,"s11279",3,TRUE,FALSE,"incomplete ci's; wildebeest carcass - start fresh but mostly eaten, possibly 2 pieces, ribcage pres, most skin/meat gone, head not touched, no intestines; 1 lioness-1 ear; id pictures lions; end carcass - tiny bit flesh, some ribs, spine, head, pelvis","end 7:45; unknown age jackals; 1 unid; 1 of the lions is an adult female; context is k","tnsl",06:55:00,3,"dist",NA,25,FALSE,NA,"lion1 app-25 app hyenas","serena.n","c",2013-11-24,"06:30:00","07:03:00",2013,4,"f","r","elf?",NA,NA,NA,NA,NA,NA,2014-06-12,"dls","fate unknown",NA,NA,"serena.n",NA,NA,NA,"serena.n",14,-0.368421052631579,NA,NA,"positive",2012-06-19,NA,"adult","low_tr","after","1"
"812",12802,"s11279",3,TRUE,FALSE,"incomplete ci's; wildebeest carcass - start fresh but mostly eaten, possibly 2 pieces, ribcage pres, most skin/meat gone, head not touched, no intestines; 1 lioness-1 ear; id pictures lions; end carcass - tiny bit flesh, some ribs, spine, head, pelvis","end 7:45; unknown age jackals; 1 unid; 1 of the lions is an adult female; context is k","shrm",06:55:00,3,"dist",NA,25,FALSE,NA,"lion1 app-25 app hyenas","serena.n","c",2013-11-24,"06:30:00","07:03:00",2013,13,"f","r",NA,NA,NA,NA,NA,NA,NA,2016-10-16,"dead",NA,NA,NA,"serena.n",NA,NA,NA,"serena.n",6,0.473684210526316,NA,NA,"positive",2013-02-08,NA,"adult","low_tr","after","1"
"813",11546,"s11322",3,FALSE,FALSE,"dsg pics lions;",NA,"digs",08:08:00,1,"brt parallel wlk app",NA,10,FALSE,NA,"retreated when lion stood up and looked at them","serena.n","o",2013-12-03,"07:58:00","08:25:00",2013,7,"f","r",NA,NA,NA,NA,NA,NA,NA,2015-08-03,"dead",NA,NA,NA,"serena.n",NA,NA,NA,"serena.n",4,0.684210526315789,NA,NA,"positive",2013-06-21,NA,"adult","low_tr","after","1"
"814",11556,"s11322",3,FALSE,FALSE,"dsg pics lions;",NA,"shrm",08:10:00,1,"brt app",NA,5,FALSE,NA,"lion ignores","serena.n","o",2013-12-03,"07:58:00","08:25:00",2013,7,"f","r",NA,NA,NA,NA,NA,NA,NA,2016-10-16,"dead",NA,NA,NA,"serena.n",NA,NA,NA,"serena.n",6,0.473684210526316,NA,NA,"positive",2013-02-08,NA,"adult","low_tr","after","1"
"815",13186,"s11777",1,TRUE,FALSE,"incomplete ci's; at beginning -no hyenas closer than 20m; carcass=adult gnu; when lions leave - very little left - head,skin,some bones,few bits flesh; black back jackals also get scraps after lions leave","chg not present - che is present; no adult male lion present - lions should be 1 adult female and 4 subadult males","slin",06:40:00,0,"scan","lion",50,FALSE,NA,NA,"serena.s","k",2013-08-08,"06:16:00","07:16:00",2013,2,"f","r",NA,NA,NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,NA,"serena.s",NA,NA,NA,"serena.s",5,0.529411764705882,NA,NA,"positive",2012-07-22,NA,"adult","low_tr","after","1"
"816",13192,"s11777",1,TRUE,FALSE,"incomplete ci's; at beginning -no hyenas closer than 20m; carcass=adult gnu; when lions leave - very little left - head,skin,some bones,few bits flesh; black back jackals also get scraps after lions leave","chg not present - che is present; no adult male lion present - lions should be 1 adult female and 4 subadult males","mtn",06:40:00,0,"scan","lion",50,FALSE,NA,NA,"serena.s","k",2013-08-08,"06:16:00","07:16:00",2013,1,"f","r",NA,NA,NA,NA,NA,NA,NA,2018-04-04,"dls",NA,NA,NA,"serena.s",NA,NA,NA,"serena.s",16,-0.764705882352941,NA,NA,"positive",2012-07-21,NA,"adult","low_tr","after","1"
